date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto
2010-04-30,39.560722063794685,238.53993455909816,37.43321869166656,65.82533704705693,132.10002568107743,353.58539827807965,178.611174454076,358.91760580550476,328.43154265800695,275.28313749724157
2010-05-01,40.531622183542986,251.8237725688853,36.77914791330729,67.03879459115261,132.50304151134787,353.7872080489704,178.56275015813333,358.9638078132889,328.4481932008788,275.2714561037292
2010-05-02,41.50207758494586,264.7281895579033,36.143966119675504,68.25152295889082,132.91035765556458,353.9876970099121,178.5157200564721,359.0095355599683,328.464344535518,275.2593318930774
2010-05-03,42.472098797484286,277.28054573701354,35.53838671909861,69.46351933025035,133.32188925951206,354.1868352188172,178.47009925525316,359.0547738980521,328.47998715153943,275.24676335659814
2010-05-04,43.441694496365734,289.5347068057363,34.97221264428845,70.67478053803393,133.73755601241203,354.3845930208023,178.4259036982769,359.09950868990524,328.49511268796505,275.23375027790297
2010-05-05,44.41087227717962,301.5631699858339,34.45418642274932,71.88530353876428,134.1572819482587,354.5809417216638,178.3831506171834,359.1437273875276,328.5097145086915,275.22029429711836
2010-05-06,45.37963905168923,313.44952899672364,33.99189271904057,73.09508554256227,134.5809950216384,354.77585378706,178.3418585369371,359.18741915305526,328.5237878152717,275.206399009725
2010-05-07,46.34800118955391,325.28189497191545,33.59171291141403,74.304123959654,135.0086266492233,354.9693027941486,178.30204708147753,359.2305747534428,328.53732953398116,275.19206984073566
2010-05-08,47.315964507195055,337.1472319090847,33.258827447832374,75.5124162687271,135.44011131447476,355.1612633037345,178.2637367464129,359.2731863959749,328.5503381458747,275.17731386483354
2010-05-09,48.28353414717616,349.1262862482712,32.997258941057936,76.71995983404224,135.87538623040837,355.3517107297037,178.22694870135612,359.31524757460915,328.56281353052873,275.16213964349026
2010-05-10,49.25071433005917,1.288828538021791,32.809947346540746,77.92675162267393,136.3143909667944,355.5406211921523,178.19170458600107,359.35675290344517,328.5747567993027,275.14655705392744
2010-05-11,50.21750791722666,13.689192127369223,32.69884806011646,79.13278771956672,136.75706688762426,355.72797127013644,178.1580261887919,359.39769784115333,328.5861700204693,275.13057701023865
2010-05-12,51.18391572613147,26.362492431614857,32.665044189938044,80.33806253450855,137.20335623827475,355.91373754491815,178.12593487061937,359.438078184575,328.59705571204097,275.11421094959377
2010-05-13,52.14993561035408,39.322293706870184,32.708865342625145,81.54256766601544,137.6532007959551,356.0978958671757,178.0954506424411,359.4778892539888,328.60741602173096,275.0974699995479
2010-05-14,53.11556146822085,52.560639219868065,32.83000675190199,82.74629055016369,138.10654017422937,356.28042041152776,178.0665909473742,359.5171248275933,328.6172516484151,275.08036387760956
2010-05-15,54.080782553230236,66.05105324507471,33.027644216746786,83.94921325943093,138.56331013855004,356.4612827896015,178.0393694265841,359.55577609987444,328.6265607774049,275.0628997934704
2010-05-16,55.045583610593226,79.75431055327867,33.30054183437115,85.15131200913996,139.023441524222,356.6404516750181,178.0137951572038,359.5938311325631,328.6353384978482,275.0450818228344
2010-05-17,56.009946274300646,93.62572676203405,33.64715065165114,86.3525578829595,139.48686034493414,356.8178933692465,177.98987284978455,359.63127525304895,328.64357715953946,275.0269112139153
2010-05-18,56.97385175083877,107.6219932832001,34.065697016085146,87.5529189080304,139.9534893240044,356.99357341053275,177.96760417522154,359.6680925325737,328.65126780651246,275.00838777042344
2010-05-19,57.937284256237206,121.70561299444896,34.554259743347316,88.75236304726356,140.4232505100745,357.1674588334231,177.94698988457492,359.7042679767507,328.6584023263332,274.9895119572737
2010-05-20,58.9002342919229,135.84582227553736,35.1108355449806,89.9508612612732,140.89606818595118,357.3395203251429,177.92803199531838,359.7397896871571,328.6649755796146,274.9702869995392
2010-05-21,59.862700872881824,150.01611831588843,35.73339268524907,91.14838977336703,141.37187121036965,357.50973352535374,177.91073528549128,359.77465023882854,328.6709867582836,274.95072022641835
2010-05-22,60.82469220444902,164.1896368354401,36.41991350376562,92.34493101495558,141.85059423746134,357.67807904646463,177.89510764481463,359.8088468390269,328.67643953927166,274.93082322729754
2010-05-23,61.78622478311808,178.33430095372395,37.16842702503499,93.54047318793792,142.33217770148326,357.8445412243802,177.88115925499486,359.8423802611933,328.68134102707137,274.9106108118742
2010-05-24,62.747321264821615,192.4097405331139,37.97703322817315,94.73500874332727,142.81656681862057,358.009105952758,177.8689009136284,359.8752528907056,328.6856998203866,274.89009910720034
2010-05-25,63.708007671574144,206.3674383323822,38.84392069600091,95.92853229929447,143.3037100873096,358.17175817138184,177.8583420330414,359.9074664361152,328.6895237546056,274.86930334046025
2010-05-26,64.66831062123846,220.15449786120672,39.76737936237396,97.12103862512775,143.7935578706721,358.33247967931715,177.8494889413784,359.93901995740424,328.6928179688945,274.8482359525391
2010-05-27,65.62825521851315,233.72016787369967,40.74580989149712,98.31252125581572,144.28606157410815,358.49124786530973,177.84234403084508,359.96990878224346,328.6955838649813,274.8269056045592
2010-05-28,66.58786398465898,247.02331810100708,41.777730798032195,99.50297203395037,144.78117365611612,358.6480356419553,177.8369059954621,0.00012457634987582132,328.69781921879377,274.80531733286233
